source,dataset,model,condition,run,case_idx,ground_truth,prediction,direction_pred,matches_gt,correct,is_faithful,confidence,error_count,categories,subtypes,explanation,primary_category,primary_subtype,premise_contradiction,premise_contradiction_note,error_message
stratified_correct,folio,gpt-5,baseline,,16,Uncertain,Uncertain,,,,False,LOW,1,OMISSION,MISSING_AXIOM,"The conclusion 'Rockie is a turtle' should be formalized as a theorem 'Turtle Rockie' (or its negation), but no such theorem is stated. Instead, the code proves 'Rabbit Rockie' which is not the stated conclusion.",OMISSION,MISSING_AXIOM,False,,
stratified_correct,folio,gpt-5,baseline,,61,Uncertain,Uncertain,,,,False,LOW,1,OMISSION,MISSING_AXIOM,"The premise 'Mike is an international student' in the context of a problem entirely about 'international students in the US' implies Mike is in the US, but there is no axiom stating 'InUS Mike'. Without this, axioms A1 and A2 cannot be applied to Mike since they require the 'InUS x' condition.",OMISSION,MISSING_AXIOM,False,,
stratified_correct,folio,gpt-5,baseline,,95,Uncertain,Uncertain,,,,True,LOW,0,,,,,,False,,
stratified_correct,folio,gpt-5,baseline,,143,Uncertain,Uncertain,,,,False,LOW,1,OMISSION,DROPPED_ANTECEDENT,"The premise 'Some animals to be bred back resemble extinct animals' specifies that the resembled things are 'extinct animals' (both extinct AND animals). The axiom only requires Extinct y but omits Animal y, losing the constraint that y must be an animal.",OMISSION,DROPPED_ANTECEDENT,False,,
stratified_correct,folio,gpt-5,baseline,,175,Uncertain,Uncertain,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,deepseek,baseline,,39,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,deepseek,baseline,,70,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,deepseek,baseline,,66,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,deepseek,baseline,,60,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,deepseek,baseline,,28,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,deepseek,baseline,,16,yes,Yes,,,,False,LOW,1,MISTRANSLATION,WRONG_QUANTIFIER,"The premises describe a specific 'someone' who wanted to become better at guitar - the conditionals and disjunction apply to that particular person. The formalization universalizes these to all persons (∀ p : Person), which is stronger than what the premises state. There's no premise establishing that Sarah is this 'someone' or that these rules apply universally.",MISTRANSLATION,WRONG_QUANTIFIER,False,,
stratified_correct,multilogieval,deepseek,baseline,,18,yes,Yes,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,deepseek,baseline,,10,yes,Yes,,,,False,LOW,1,MISTRANSLATION,WRONG_QUANTIFIER,"The premise states 'The student either studied hard or participated in extracurricular activities' referring to a specific student in the story, but the axiom universally quantifies over all objects. It should be specific to the student (Alex), e.g., 'StudiedHard Alex ∨ Participated Alex'.",MISTRANSLATION,WRONG_QUANTIFIER,False,,
stratified_correct,multilogieval,deepseek,baseline,,83,yes,Yes,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,deepseek,baseline,,98,yes,Yes,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,gpt-5,baseline,,28,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,gpt-5,baseline,,63,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,gpt-5,baseline,,73,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,gpt-5,baseline,,39,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,gpt-5,baseline,,24,no,No,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,gpt-5,baseline,,81,yes,Yes,,,,False,LOW,1,FABRICATION,FABRICATED_WORLD_KNOWLEDGE,"The premises state that practicing leads to playing 'simple songs,' but never establish that playing simple songs means playing 'any songs.' R3 encodes the unstated common-sense inference that simple songs are a subset of songs, which is not in the premises.",FABRICATION,FABRICATED_WORLD_KNOWLEDGE,False,,
stratified_correct,multilogieval,gpt-5,baseline,,88,yes,Yes,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,gpt-5,baseline,,8,yes,Yes,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,gpt-5,baseline,,53,yes,Yes,,,,True,LOW,0,,,,,,False,,
stratified_correct,multilogieval,gpt-5,baseline,,5,yes,Yes,,,,True,LOW,0,,,,,,False,,
